Objekt;Abschnitt-Nr.;Meldergruppe;Einzelmelder;Kundentext;Anmerkung;Maßnahmentext;Plan-Nr.;Strukturierte Adresse;CAD-ID;Meldergruppentyp
5;503;355;3;;;;0;;;
5;503;391;;Kinderkl.1.OG Flur Raum 1.690;;;0;;;
5;503;391;1;;;;0;;;
5;503;392;;Kinderkl.1.OG Flur Raum 1.694;;;0;;;
5;503;392;1;;;;0;;;
5;503;393;;Kinderkl.1.OG Flur Raum 1.693;;;0;;;
5;503;393;1;;;;0;;;
5;503;400;;Kinderkl.1.OG St.161 Kueche/Entsorg.;;;0;;;
5;503;400;1;Kinderkl.1.OG St.161 Kueche 1.677;;;0;;;
5;503;400;2;;;;0;;;
5;503;400;3;Kinderkl.1.OG St.161 Entsorg. 1.681;;;0;;;
5;503;401;;Kinderkl.1.OG St.161 Flur 1.694 ZWD;;;0;;;
5;503;401;1;;;;0;;;
5;503;401;2;;;;0;;;
5;503;401;3;;;;0;;;
5;503;401;4;;;;0;;;
5;503;401;5;;;;0;;;
5;503;401;6;;;;0;;;
5;503;403;;Kinderkl.1.OG St.161 Flur 1.695  ZWD;;;0;;;
5;503;403;1;;;;0;;;
5;503;404;;Kinderkl. 1.OG Flur ZD;Raum 1.694 a+b;;0;;;
5;503;404;1;;;;0;;;
5;503;404;2;;;;0;;;
5;503;31100;;Kinderkl.1.OG Räume;;;0;;;
5;503;31100;1;Kinderkl. 1.OG R.1.605;;;0;;;
5;503;31100;2;Kinderkl. 1.OG R.1.604;;;0;;;
5;503;31100;3;Kinderkl. 1.OG R.1.603;;;0;;;
5;503;31100;4;Kinderkl. 1.OG R.1.602;;;0;;;
5;503;31100;5;Kinderkl. 1.OG R.1.601;;;0;;;
5;503;31100;6;Kinderkl. 1.OG R.1.611;;;0;;;
5;503;31100;7;Kinderkl. 1.OG R.1.612;;;0;;;
5;503;31100;8;Kinderkl. 1.OG R.1.613;;;0;;;
5;503;31100;9;Kinderkl. 1.OG R.1.610;;;0;;;
5;503;31100;10;Kinderkl. 1.OG R.1.609;;;0;;;
5;503;31100;11;Kinderkl. 1.OG R.1.614;;;0;;;
5;503;31100;12;Kinderkl. 1.OG R.1.615;;;0;;;
5;503;31101;;Kinderkl.1.OG Räume ZwD;;;0;;;
5;503;31101;1;Kinderkl. 1.OG R.1.605 ZwD;;;0;;;
5;503;31101;2;Kinderkl. 1.OG R.1.604 ZwD;;;0;;;
5;503;31101;3;Kinderkl. 1.OG R.1.603 ZwD;;;0;;;
5;503;31101;4;Kinderkl. 1.OG R.1.602 ZwD;;;0;;;
5;503;31101;5;Kinderkl. 1.OG R.1.602 ZwD;;;0;;;
5;503;31101;6;Kinderkl. 1.OG R.1.601 ZwD;;;0;;;
5;503;31101;7;Kinderkl. 1.OG R.1.601 ZwD;;;0;;;
5;503;31101;8;Kinderkl. 1.OG R.1.611 ZwD;;;0;;;
5;503;31101;9;Kinderkl. 1.OG R.1.612 ZwD;;;0;;;
5;503;31101;10;Kinderkl. 1.OG R.1.613 ZwD;;;0;;;
5;503;31101;11;Kinderkl. 1.OG R.1.610 ZwD;;;0;;;
5;503;31101;12;Kinderkl. 1.OG R.1.609 ZwD;;;0;;;
5;503;31101;13;Kinderkl. 1.OG R.1.614 ZwD;;;0;;;
5;503;31101;14;Kinderkl. 1.OG R.1.615 ZwD;;;0;;;
5;503;31102;;Kinderkl.1.OG Flur;;;0;;;
5;503;31102;1;;;;0;;;
5;503;31102;2;;;;0;;;
5;503;31103;;Kinderkl.1.OG Flur ZwD;;;0;;;
5;503;31103;1;;;;0;;;
5;503;31103;2;;;;0;;;
5;504;;;Kinderklinik 2.OG;;;0;5 04;;
5;504;356;;Kinderkl.2.OG EDV Raum 2.630;;;0;;;
5;504;356;1;;;;0;;;
5;504;357;;Kinderkl.2.OG Flur Foyer Raum 2.679;;;0;;;
5;504;357;1;;;;0;;;
5;504;357;2;;;;0;;;
5;504;357;3;;;;0;;;
5;504;358;;Kinderkl.2.OG Elt. Raum 2.636;;;0;;;
5;504;358;1;;;;0;;;
5;504;359;;Kinderkl.2.OG Flur Raum 2.681;;;0;;;
5;504;359;1;;;;0;;;
5;504;359;2;;;;0;;;
5;504;359;3;;;;0;;;
5;504;359;4;;;;0;;;
5;504;360;;Kinderkl.2.OG Flur Raum 2.684;;;0;;;
5;504;360;1;;;;0;;;
5;504;360;2;;;;0;;;
5;504;361;;Kinderkl.2.OG Waesche Rein Raum 2.676;;;0;;;
5;504;361;1;;;;0;;;
5;504;362;;Kinderkl.2.OG Flur Raum 2.683b;;;0;;;
5;504;362;1;;;;0;;;
5;504;362;2;;;;0;;;
5;504;362;3;;;;0;;;
5;504;362;4;;;;0;;;
5;504;363;;Kinderkl.2.OG Flur Raum 2.683a;;;0;;;
5;504;363;1;;;;0;;;
5;504;363;2;;;;0;;;
5;504;363;3;;;;0;;;
5;504;364;;Kinderkl.2.OG Waesche Rein Raum 2.627;;;0;;;
5;504;364;1;;;;0;;;
5;504;365;;Kinderkl.2.OG Flur Raum 2.682a;;;0;;;
5;504;365;1;;;;0;;;
5;504;366;;Kinderkl.2.OG Waesche Unrein R. 2.628;;;0;;;
5;504;366;1;;;;0;;;
5;504;367;;Kinderkl.2.OG Flur Raum 2.682;;;0;;;
5;504;367;1;;;;0;;;
5;504;367;2;;;;0;;;
5;504;367;3;;;;0;;;
5;504;367;4;;;;0;;;
5;504;367;5;;;;0;;;
5;504;367;6;;;;0;;;
5;504;368;;Kinderkl.2.OG Flur Raum 2.683;;;0;;;
5;504;368;1;;;;0;;;
5;504;368;2;;;;0;;;
5;504;368;3;;;;0;;;
5;504;368;4;;;;0;;;
5;504;368;5;;;;0;;;
5;504;368;6;;;;0;;;
5;504;368;7;;;;0;;;
5;504;383;;Kinderkl.2.OG Flur Foyer Raum 2.679;;;0;;;
5;504;383;1;;;;0;;;
5;504;394;;Kinderkl.2.OG Flur Raum 2.682;;;0;;;
5;504;394;1;;;;0;;;
5;504;395;;Kinderkl.2.OG Flur Raum 2.683;;;0;;;
5;504;395;1;;;;0;;;
5;505;;;Kinderklinik 3.OG;;;0;5 05;;
5;505;369;;Kinderkl.3.OG EDV Raum 3.630;;;0;;;
5;505;369;1;;;;0;;;
5;505;370;;Kinderkl.3.OG Flur Foyer Raum 3.673;;;0;;;
5;505;370;1;;;;0;;;
5;505;370;2;;;;0;;;
5;505;370;3;;;;0;;;
5;505;371;;Kinderkl.3.OG Elt. Raum 3.636;;;0;;;
5;505;371;1;;;;0;;;
5;505;372;;Kinderkl.3.OG Flur Raum 3.674;;;0;;;
5;505;372;1;;;;0;;;
5;505;372;2;;;;0;;;
5;505;372;3;;;;0;;;
5;505;372;4;;;;0;;;
5;505;373;;Kinderkl.3.OG Flur Raum 3.686;;;0;;;
5;505;373;1;;;;0;;;
5;505;373;2;;;;0;;;
5;505;374;;Kinderkl.3.OG Waesche Rein Raum 3.670;;;0;;;
5;505;374;1;;;;0;;;
5;505;375;;Kinderkl.3.OG Flur Raum 3.685;;;0;;;
5;505;375;1;;;;0;;;
5;505;375;2;;;;0;;;
5;505;375;3;;;;0;;;
5;505;375;4;;;;0;;;
5;505;376;;Kinderkl.3.OG Flur Raum 3.681;;;0;;;
5;505;376;1;;;;0;;;
5;505;376;2;;;;0;;;
5;505;376;3;;;;0;;;
5;505;377;;Kinderkl.3.OG Waesche Rein Raum 3.627;;;0;;;
5;505;377;1;;;;0;;;
5;505;378;;Kinderkl.3.OG Flur Raum 3.677;;;0;;;
5;505;378;1;;;;0;;;
5;505;379;;Kinderkl.3.OG Flur Raum 3.675;;;0;;;
5;505;379;1;;;;0;;;
5;505;379;2;;;;0;;;
5;505;379;3;;;;0;;;
5;505;379;4;;;;0;;;
5;505;379;5;;;;0;;;
5;505;379;6;;;;0;;;
5;505;380;;Kinderkl.3.OG Flur Raum 3.676;;;0;;;
5;505;380;1;;;;0;;;
5;505;380;2;;;;0;;;
5;505;380;3;;;;0;;;
5;505;380;4;;;;0;;;
5;505;380;5;;;;0;;;
5;505;380;6;;;;0;;;
5;505;380;7;;;;0;;;
5;505;396;;Kinderkl.3.OG Flur Foyer Raum 3.673;;;0;;;
5;505;396;1;;;;0;;;
5;505;396;2;;;;0;;;
5;505;397;;Kinderkl.3.OG Flur Raum 3.675;;;0;;;
5;505;397;1;;;;0;;;
5;505;398;;Kinderkl.3.OG Flur Raum 3.676;;;0;;;
5;505;398;1;;;;0;;;
5;506;;;Kinderklinik Dachgeschoss;;;0;5 06;;
5;506;381;;Kinderklinik DG Lueftung/Battrieraum;;;0;;;
5;506;381;1;;;;0;;;
5;506;381;2;;;;0;;;
5;506;381;3;;;;0;;;
5;506;381;4;;;;0;;;
5;506;381;6;;;;0;;;
5;506;399;;Kinderklinik Dachgeschoss Lueftung;;;0;;;
5;506;399;1;;;;0;;;
5;506;409;;Kinderklinik DG Aufzugsmasch.-Raum;;;0;;;
5;506;409;1;;;;0;;;
5;507;;;Kinderklinik Handfeuermeld.Treppenh.;;;0;5 07;;
5;507;384;;Kinderklinik UG-3.OG Treppenh.3;;;0;;;
5;507;384;1;Kinderklinik UGTreppenhaus 3;;;0;;;
5;507;384;2;Kinderklinik EGTreppenhaus 3;;;0;;;
5;507;384;3;Kinderklinik 1.OGTreppenhaus 3;;;0;;;
5;507;384;4;Kinderklinik 2.OGTreppenhaus 3;;;0;;;
5;507;384;5;Kinderklinik 3.OGTreppenhaus 3;;;0;;;
5;507;385;;Kinderklinik UG-3.OGTreppenhaus 2;;;0;;;
5;507;385;1;Kinderklinik UG Treppenhaus 2;;;0;;;
5;507;385;2;Kinderklinik EG Treppenhaus 2;;;0;;;
5;507;385;3;Kinderklinik 1.OG Treppenhaus 2;;;0;;;
5;507;385;4;Kinderklinik 2.OGTreppenhaus 2;;;0;;;
5;507;385;5;Kinderklinik 3.OGTreppenhaus 2;;;0;;;
7;;;;Kinder u.Jugendphychiatrie;;;0;;;
7;30;;;Kinder u.Jugendphychiatrie;;;0;;;
7;30;501;;Kinder u.Jugendphy.Station 1;;;0;;;
7;30;501;1;KJPP Station 1  Flur;;;0;;;
7;30;501;2;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;3;KJPP Station 1  Besucherraum;;;0;;;
7;30;501;4;KJPP Station 1  Besucherraum ZD;;;0;;;
7;30;501;5;KJPP Station 1  Flur;;;0;;;
7;30;501;6;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;7;KJPP Station 1  Flur;;;0;;;
7;30;501;8;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;9;KJPP Station 1  Flur;;;0;;;
7;30;501;10;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;11;KJPP Station 1  Flur;;;0;;;
7;30;501;12;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;13;KJPP Station 1  Flur;;;0;;;
7;30;501;14;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;15;KJPP Station 1  Flur;;;0;;;
7;30;501;16;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;17;KJPP Station 1  Flur;;;0;;;
7;30;501;18;KJPP Station 1  Flur  ZD;;;0;;;
7;30;501;19;KJPP Station 1  Kueche;;;0;;;
7;30;501;20;KJPP Station 1  Ueberwachungsr.;;;0;;;
7;30;501;21;KJPP Station 1  Ueberwachungsr.ZD;;;0;;;
7;30;501;22;KJPP Station 1  Schleuse  ZD;;;0;;;
7;30;501;23;KJPP Station 1  Schleuse;;;0;;;
7;30;501;24;;;;0;;;
7;30;501;25;;;;0;;;
7;30;501;26;;;;0;;;
7;30;501;27;;;;0;;;
7;30;502;;Kinder u.Jugendphy.Station 1 Dienstr.;;;0;;;
7;30;502;1;;;;0;;;
7;30;503;;Kinder u.Jugendphy.Station 1;;;0;;;
7;30;503;1;;;;0;;;
7;30;503;2;;;;0;;;
7;30;503;3;;;;0;;;
7;30;503;4;;;;0;;;
7;30;503;5;;;;0;;;
7;30;503;6;;;;0;;;
7;30;503;7;;;;0;;;
7;30;503;8;KJPP Station 1  ELT Raum;;;0;;;
7;30;503;9;;;;0;;;
7;30;503;10;;;;0;;;
7;30;503;11;;;;0;;;
7;30;503;12;;;;0;;;
7;30;503;13;;;;0;;;
7;30;503;14;;;;0;;;
7;30;503;15;;;;0;;;
7;30;504;;Kinder u.Jugendphy. HAR-Elektro;;;0;;;
7;30;504;1;KJPP Tagesklinik ELT Hauptvert.;;;0;;;
7;30;504;2;KJPP Tagesklinik ELT Hauptvert.ZD;;;0;;;
7;30;505;;Kinder u.Jugendphy.Station 2;;;0;;;
7;30;505;1;KJPP Station 2 Ausgang;;;0;;;
7;30;505;2;KJPP Station 2 Dienstraum;;;0;;;
7;30;506;;Kinder u.Jugendphy.Station 2;;;0;;;
7;30;506;1;KJPP Station 2  Flur;;;0;;;
7;30;506;2;KJPP Station 2  Flur  ZD;;;0;;;
7;30;506;3;KJPP Station 2  Gruppenraum;;;0;;;
7;30;506;4;KJPP Station 2  Gruppenraum ZD;;;0;;;
7;30;506;5;KJPP Station 2  Flur;;;0;;;
7;30;506;6;KJPP Station 2  Flur  ZD;;;0;;;
7;30;506;7;KJPP Station 2  Flur;;;0;;;
7;30;506;8;KJPP Station 2  Flur  ZD;;;0;;;
7;30;506;9;KJPP Station 2  Flur;;;0;;;
7;30;506;10;KJPP Station 2  Flur  ZD;;;0;;;
7;30;506;11;KJPP Station 2  Flur;;;0;;;
7;30;506;12;KJPP Station 2  Flur  ZD;;;0;;;
7;30;506;13;KJPP Station 2  Flur;;;0;;;
7;30;506;14;KJPP Station 2  Flur  ZD;;;0;;;
7;30;506;15;KJPP Station 2  Flur;;;0;;;
7;30;506;16;KJPP Station 2  Flur  ZD;;;0;;;
7;30;506;17;KJPP Station 2  Flur;;;0;;;
7;30;506;18;KJPP Station 2  Flur  ZD;;;0;;;
7;30;507;;Kinder u.Jugendphy.Ambulanz OG;;;0;;;
7;30;507;1;KJPP Ambulanz OG  Flur;;;0;;;
7;30;507;2;KJPP Ambulanz OG  Flur;;;0;;;
7;30;508;;Kinder u.Jugendphy.Station 2;;;0;;;
7;30;508;1;;;;0;;;
7;30;508;2;;;;0;;;
7;30;508;3;;;;0;;;
7;30;508;4;KJPP Station 2  ELT Verteilung;;;0;;;
7;30;508;5;;;;0;;;
7;30;508;6;;;;0;;;
7;30;509;;Kinder u.Jugendphy.Station 2;;;0;;;
7;30;509;1;KJPP Station 2 Stationskueche;;;0;;;
7;30;509;2;KJPP Station 2 Dienstraum ZD;;;0;;;
7;30;509;3;KJPP Station 2 Dienstraum;;;0;;;
7;30;509;4;KJPP Station 2 Aufenthaltsraum  ZD;;;0;;;
7;30;509;5;KJPP Station 2 Aufenthaltsraum;;;0;;;
7;30;510;;Kinder u.Jugendphy.Station 3;;;0;;;
7;30;510;1;KJPP Station 3 Ausgang;;;0;;;
7;30;510;2;KJPP Station 3 Dienstraum;;;0;;;
7;30;511;;Kinder u.Jugendphy.Station 3;;;0;;;
7;30;511;1;KJPP Station 3 Flur;;;0;;;
7;30;511;2;KJPP Station 3 Flur  ZD;;;0;;;
7;30;511;3;KJPP Station 3 Gruppenraum;;;0;;;
7;30;511;4;KJPP Station 3 Gruppenraum ZD;;;0;;;
7;30;511;5;KJPP Station 3 Flur;;;0;;;
7;30;511;6;KJPP Station 3 Flur  ZD;;;0;;;
7;30;511;7;KJPP Station 3 Flur;;;0;;;
7;30;511;8;KJPP Station 3 Flur  ZD;;;0;;;
7;30;511;9;KJPP Station 3 Flur;;;0;;;
7;30;511;10;KJPP Station 3 Flur  ZD;;;0;;;
7;30;511;11;KJPP Station 3 Flur;;;0;;;
7;30;511;12;KJPP Station 3 Flur  ZD;;;0;;;
7;30;511;13;KJPP Station 3 Flur;;;0;;;
7;30;511;14;KJPP Station 3 Flur  ZD;;;0;;;
7;30;511;15;KJPP Station 3 Flur;;;0;;;
7;30;511;16;KJPP Station 3 Flur  ZD;;;0;;;
7;30;511;17;KJPP Station 3 Flur;;;0;;;
7;30;511;18;KJPP Station 3 Flur  ZD;;;0;;;
7;30;512;;Kinder u.Jugendphy.Ambulanz EG;;;0;;;
7;30;512;1;KJPP Ambulanz EG Ausgang;;;0;;;
7;30;513;;Kinder u.Jugendphy.Station 3;;;0;;;
7;30;513;1;;;;0;;;
7;30;513;2;;;;0;;;
7;30;513;3;;;;0;;;
7;30;513;4;KJPP Station 3 ELT Verteilung;;;0;;;
7;30;513;5;;;;0;;;
7;30;513;6;;;;0;;;
7;30;514;;Kinder u.Jugendphy.Station 3;;;0;;;
7;30;514;1;KJPP Station 3 Kueche;;;0;;;
7;30;514;2;KJPP Station 3 Dienstraum  ZD;;;0;;;
7;30;514;3;KJPP Station 3 Dienstraum;;;0;;;
7;30;514;4;KJPP Station 3 Aufenthaltsraum   ZD;;;0;;;
7;30;514;5;KJPP Station 3 Aufenthaltsraum;;;0;;;
7;30;515;;Kinder u.Jugendphy.Tagesklinik;;;0;;;
7;30;515;1;KJPP Tagesklinik Flur;;;0;;;
7;30;515;2;KJPP Tagesklinik Flur  ZD;;;0;;;
7;30;515;3;KJPP Tagesklinik Flur;;;0;;;
7;30;515;4;KJPP Tagesklinik Flur  ZD;;;0;;;
7;30;515;5;KJPP Tagesklinik Flur;;;0;;;
7;30;515;6;KJPP Tagesklinik Flur  ZD;;;0;;;
7;30;515;7;KJPP Tagesklinik Flur;;;0;;;
7;30;515;8;KJPP Tagesklinik Flur  ZD;;;0;;;
7;30;515;9;KJPP Tagesklinik Flur;;;0;;;
7;30;515;10;KJPP Tagesklinik Flur  ZD;;;0;;;
7;30;515;11;KJPP Tagesklinik Flur;;;0;;;
7;30;515;12;KJPP Tagesklinik Flur  ZD;;;0;;;
7;30;515;13;KJPP Tagesklinik Werkraum;;;0;;;
7;30;515;14;KJPP Tagesklinik Putzmittelraum;;;0;;;
7;30;515;15;KJPP Tagesklinik Versorgungsraum;;;0;;;
7;30;515;16;KJPP Tagesklinik Windfang;;;0;;;
7;30;515;17;KJPP Tagesklinik Stationskueche;;;0;;;
7;30;515;18;KJPP Tagesklinik ELT Verteilung;;;0;;;
7;30;516;;Kinder u.Jugendphy.Tagesklinik;;;0;;;
7;30;516;1;KJPP Tagesklinik Ausgang Windfang;;;0;;;
7;30;516;2;KJPP Tagesklinik Ausgang Flur;;;0;;;
7;30;516;3;KJPP Tagesklinik Dienstzimmer;;;0;;;
7;30;517;;Kinder u.Jugendphy.Tagesklinik;;;0;;;
7;30;517;1;KJPP Tagesklinik Gardrobe;;;0;;;
7;30;517;2;KJPP Tagesklinik Gardrobe  ZD;;;0;;;
7;30;517;3;KJPP Tagesklinik Personal WC;;;0;;;
7;30;517;4;KJPP Tagesklinik Personal WC  ZD;;;0;;;
7;30;517;5;KJPP Tagesklinik WC Jungen;;;0;;;
7;30;517;6;KJPP Tagesklinik WC Jungen  ZD;;;0;;;
7;30;517;7;KJPP Tagesklinik Dienstraum;;;0;;;
7;30;517;8;KJPP Tagesklinik Dienstraum  ZD;;;0;;;
7;30;517;9;KJPP Tagesklinik Aufenthaltsraum;;;0;;;
7;30;517;10;KJPP Tagesklinik Aufenthaltsraum ZD;;;0;;;
7;30;517;11;KJPP Tagesklinik Teekueche;;;0;;;
7;30;518;;Kinder u.Jugendphy.Ambulanz OG;;;0;;;
7;30;518;1;KJPP Ambulanz  OG  Flur;;;0;;;
7;30;518;2;KJPP Ambulanz  OG  Flur;;;0;;;
7;30;518;3;KJPP Ambulanz  OG  Flur;;;0;;;
7;30;518;4;KJPP Ambulanz  OG  Archiv;;;0;;;
7;30;518;5;KJPP Ambulanz  OG  Putzmittelraum;;;0;;;
7;30;518;6;KJPP Ambulanz  OG  Post/Kopierr.;;;0;;;
7;30;518;7;KJPP Ambulanz  OG  Teekueche;;;0;;;
7;30;519;;Kinder u.Jugendphy.Ambulanz OG;;;0;;;
7;30;519;1;KJPP Ambulanz  OG  Flur;;;0;;;
7;30;519;2;KJPP Ambulanz  OG  Flur;;;0;;;
7;30;519;3;KJPP Ambulanz  OG  ELT Verteilung;;;0;;;
7;30;519;4;KJPP Ambulanz  OG  Musik Therapie;;;0;;;
7;30;520;;Kinder u.Jugendphy.Ambulanz OG;;;0;;;
7;30;520;1;KJPP Ambulanz  OG  Treppenaufgang;;;0;;;
7;30;521;;Kinder u.Jugendphy.Ambulanz EG;;;0;;;
7;30;521;1;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;521;2;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;521;3;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;521;4;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;521;5;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;521;6;KJPP Ambulanz  EG  Umkleiderraum;;;0;;;
7;30;522;;Kinder u.Jugendphy.Ambulanz EG;;;0;;;
7;30;522;1;KJPP Ambulanz  EG  Treppenhaus;;;0;;;
7;30;523;;Kinder u.Jugendphy.Ambulanz EG;;;0;;;
7;30;523;1;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;523;2;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;523;3;KJPP Ambulanz  EG  Flur;;;0;;;
7;30;523;4;KJPP Ambulanz  EG  Werkraum 2;;;0;;;
7;30;523;5;KJPP Ambulanz  EG  Werkraum 1;;;0;;;
7;30;523;6;KJPP Ambulanz  EG  ELT Verteiteilung;;;0;;;
7;30;523;7;KJPP Ambulanz  EG  Lagerraum;;;0;;;
7;30;524;;Kinder u.Jugendphy.Eingangshalle;;;0;;;
7;30;524;1;KJPP Eingangshalle;;;0;;;
7;30;524;2;KJPP Eingangshalle;;;0;;;
7;30;524;3;KJPP Eingangshalle;;;0;;;
7;30;524;4;KJPP Eingangshalle;;;0;;;
7;30;524;5;KJPP Eingangshalle;;;0;;;
7;30;524;6;KJPP Eingangshalle  ZD;;;0;;;
7;30;524;7;KJPP Eingangshalle;;;0;;;
7;30;524;8;KJPP Eingangshalle;;;0;;;
7;30;524;9;KJPP Eingangshalle;;;0;;;
7;30;524;10;KJPP Eingangshalle  ZD;;;0;;;
7;30;524;11;KJPP Eingangshalle;;;0;;;
7;30;524;12;KJPP Eingangshalle  ZD;;;0;;;
7;30;524;13;KJPP Eingangshalle;;;0;;;
7;30;524;14;KJPP Eingangshalle  ZD;;;0;;;
7;30;524;15;KJPP Eingangshalle Raum;;;0;;;
7;30;524;16;KJPP Eingangshalle Raum;;;0;;;
7;30;524;17;KJPP Eingangshalle;;;0;;;
7;30;524;18;KJPP Eingangshalle Raum;;;0;;;
7;30;525;;Kinder u.Jugendphy.Eingangshalle;;;0;;;
7;30;525;1;;;;0;;;
7;30;526;;Kinder u.Jugendph.Raeum.vor Stationen;;;0;;;
7;30;526;1;KJPP Arztzimmer vor ST.3;;;0;;;
7;30;526;2;KJPP Arztzimmer vor ST.3 ZD;;;0;;;
7;30;526;3;KJPP Arztzimmer vor ST.2;;;0;;;
7;30;526;4;KJPP Arztzimmer vor ST.2 ZD;;;0;;;
7;30;526;5;KJPP Therapieraum vor St.1;;;0;;;
7;30;526;6;KJPP Therapieraum vor St.1 ZD;;;0;;;
7;30;526;7;KJPP Putzmittelraum vor Ambulanz;;;0;;;
7;30;527;;Kinder u.Jugendphy.Kriechkeller;;;0;;;
7;30;527;1;;;;0;;;
7;30;527;2;;;;0;;;
7;30;527;3;;;;0;;;
7;30;527;4;;;;0;;;
7;30;527;5;;;;0;;;
7;30;529;;Kinder u.Jugendphy. Batterieraum;;;0;;;
7;30;529;1;Kinder u.Jugendphy. Batterieraum;;;0;;;
7;30;530;;Kinder u.Jugendphy. EDV-Raum;;;0;;;
7;30;530;1;Kinder u.Jugendphy. EDV-Raum;;;0;;;
7;30;530;2;Kinder u.Jugendphy. EDV-Raum ZD;;;0;;;
7;30;531;;Kinder u.Jugendphy. HAR-Wasser;;;0;;;
7;30;531;1;Kinder u.Jugendphy. HAR-Wasser;;;0;;;
7;30;532;;Kinder u.Jugendphy. Heizg./Lueftung;;;0;;;
7;30;532;1;Kinder u.Jugendphy. Heizg./Lueftung;;;0;;;
7;30;532;2;Kinder u.Jugendphy. Heizg./Lueftung;;;0;;;
7;30;533;;Treppenaufgang Ambulanz;;;0;;;
7;30;533;1;;;;0;;;
7;30;533;2;;;;0;;;
7;30;534;;Störung FAT/FBF;;;0;;;
7;30;534;1;;;;0;;;
7;30;535;;KJP Tagesklinik Anbau Flur;;;0;;;
7;30;535;1;;;;0;;;
7;30;535;2;;;;0;;;
7;30;535;3;;;;0;;;
7;30;536;;KJP Tagesklinik Anbau Dienstzimmer;;;0;;;
7;30;536;1;;;;0;;;
7;30;537;;KJP Tagesklinik Anbau Flur / Diele;;;0;;;
7;30;537;1;;;;0;;;
7;30;537;2;;;;0;;;
7;30;537;3;;;;0;;;
7;30;537;4;;;;0;;;
7;30;537;5;;;;0;;;
7;30;537;6;;;;0;;;
7;30;537;7;;;;0;;;
7;30;537;8;;;;0;;;
7;30;538;;KJP Tagesklinik Anbau Flur / Diele ZwD;;;0;;;
7;30;538;1;;;;0;;;
7;30;538;2;;;;0;;;
7;30;538;3;;;;0;;;
7;30;538;4;;;;0;;;
7;30;538;5;;;;0;;;
7;30;538;6;;;;0;;;
7;30;538;7;;;;0;;;
7;30;538;8;;;;0;;;
7;30;538;9;;;;0;;;
7;30;539;;KJP Tagesklinik Anbau Entsorgung;;;0;;;
7;30;539;1;;;;0;;;
7;30;541;;KJP Tagesklinik Anbau Räume 1.03-1.11;;;0;;;
7;30;541;1;KJP Tagesklinik Anbau Beschäftigung;;;0;;;
7;30;541;2;KJP Tagesklinik Anbau Behinderten WC;;;0;;;
7;30;541;3;KJP Tagesklinik Anbau Pumi;;;0;;;
7;30;541;4;KJP Tagesklinik Anbau Patienten WC;;;0;;;
7;30;541;5;KJP Tagesklinik Anbau Patienten WC;;;0;;;
7;30;541;6;KJP Tagesklinik Anbau Personal WC;;;0;;;
7;30;541;7;KJP Tagesklinik Anbau Personal WC;;;0;;;
7;30;541;8;KJP Tagesklinik Anbau Gruppentherapie;;;0;;;
7;30;542;;KJP Tagesklinik Anbau Räume 1.03-1.11ZwD;;;0;;;
7;30;542;1;KJP Tagesklinik Anbau Beschäftigung ZwD;;;0;;;
7;30;542;2;KJP Tagesklinik Anbau Behinderten WC ZwD;;;0;;;
7;30;542;3;KJP Tagesklinik Anbau GruppentherapieZwD;;;0;;;
7;30;543;;KJP Tagesklinik Anbau Räume 1.22-1.25;;;0;;;
7;30;543;1;KJP Tagesklinik Anbau Abstellraum;;;0;;;
7;30;543;2;KJP Tagesklinik Anbau Gruppenraum;;;0;;;
7;30;543;3;KJP Tagesklinik Anbau Küche Speisenraum;;;0;;;
7;30;543;4;KJP Tagesklinik Anbau Dienstzimmer;;;0;;;
7;30;544;;KJP Tagesklinik Anbau Räume 1.22-1.24ZwD;;;0;;;
7;30;544;1;KJP Tagesklinik Anbau Gruppenraum ZwD;;;0;;;
7;30;544;2;KJP Tagesklinik Anbau Küche Speisenr.ZwD;;;0;;;
7;30;544;3;KJP Tagesklinik Anbau Küche Speisenr.ZwD;;;0;;;
7;30;544;4;KJP Tagesklinik Anbau Dienstzimmer ZwD;;;0;;;
7;30;545;;KJP Tagesklinik Anbau Räume 1.12-1.15;;;0;;;
7;30;545;1;KJP Tagesklinik Anbau Unterricht Schule;;;0;;;
7;30;545;2;KJP Tagesklinik Anbau Therapeut. Behand.;;;0;;;
7;30;545;3;KJP Tagesklinik Anbau Therapeut. Behand.;;;0;;;
7;30;545;4;KJP Tagesklinik Anbau Auszeit Entspan.;;;0;;;
7;30;546;;KJP Tagesklinik Anbau Räume 1.12-1.15ZwD;;;0;;;
7;30;546;1;KJP Tagesklinik Anbau Unterr. Schule ZwD;;;0;;;
