Objekt;Abschnitt-Nr.;Meldergruppe;Einzelmelder;Kundentext;Anmerkung;Maßnahmentext;Plan-Nr.;Strukturierte Adresse;CAD-ID;Meldergruppentyp
3;28;21;;Bauteil F  UG-EG Treppenh.Mitte;;;0;;;
3;28;21;1;;;;0;;;
3;28;44;;Bauteil B  Bereich 1  5.OG Treppenhaus;;;0;;;
3;28;44;1;;;;0;;;
3;28;58;;Bauteil  B  Bereich 2  4.OG  Treppenh.;;;0;;;
3;28;58;1;;;;0;;;
3;28;71;;Bauteil B  Bereich1  UG-4.OG Treppenh.;;;0;;;
3;28;71;1;;;;0;;;
3;28;71;2;;;;0;;;
3;28;71;3;;;;0;;;
3;28;71;4;;;;0;;;
3;28;71;5;;;;0;;;
3;28;71;6;;;;0;;;
3;28;72;;Bauteil B  Bereich2  EG-3.OG Treppenh.;;;0;;;
3;28;72;1;;;;0;;;
3;28;72;2;;;;0;;;
3;28;72;3;;;;0;;;
3;28;72;4;;;;0;;;
3;28;73;;Bauteil B  Bereich3  UG-3.OG Treppenh.;;;0;;;
3;28;73;1;;;;0;;;
3;28;73;2;;;;0;;;
3;28;73;3;;;;0;;;
3;28;73;4;;;;0;;;
3;28;73;5;;;;0;;;
3;28;88;;Bauteil B Bereich 3   4.OG Treppenh.;;;0;;;
3;28;88;1;;;;0;;;
3;28;151;;Bauteil B Herzzentr.UG-4.OG  Treppenh.;|MLDTYP|1-6|DR9;;0;;;
3;28;151;1;;;;0;;;
3;28;151;2;;;;0;;;
3;28;151;3;;;;0;;;
3;28;151;4;;;;0;;;
3;28;151;5;;;;0;;;
3;28;151;6;;;;0;;;
3;29;;;BMA Bauteil Technik Hand-u.Automatikm.;;;0;;;
3;29;33;;Bauteil Technik EG Heizraum;;;0;;;
3;29;33;1;;;;0;;;
3;29;33;2;;;;0;;;
3;29;34;;Bauteil Technik EG Traforaum;;;0;;;
3;29;34;1;;;;0;;;
3;29;34;2;;;;0;;;
3;29;34;3;;;;0;;;
3;29;35;;Bauteil Technik EG Archiv;;;0;;;
3;29;35;1;;;;0;;;
3;29;35;2;;;;0;;;
3;29;36;;Bauteil Technik EG Schlosserei;;;0;;;
3;29;36;1;;;;0;;;
3;29;37;;Bauteil Technik 1.OG Flur;;;0;;;
3;29;37;1;;;;0;;;
3;29;141;;Bauteil Technik BHKW Maschienenraum;;;0;;;
3;29;141;1;;;;0;;;
3;29;141;2;;;;0;;;
3;29;142;;Bauteil Technik BHKW Technikraum;;;0;;;
3;29;142;1;;;;0;;;
3;29;210;;Hubschrauberlandeplatz Handmelder;;;0;;;
3;29;210;1;;;;0;;;
3;29;215;;Bauteil Technik EG Druckluftzentrale;;;0;;;
3;29;215;1;;;;0;;;
3;29;215;2;;;;0;;;
3;29;704;;Bauteil Technik SV Raum OG;;;0;;;
3;29;704;1;;;;0;;;
3;29;704;2;;;;0;;;
3;29;704;3;;;;0;;;
3;29;705;;Bauteil TechnikTreppenaufg.vor SV Raum;;;0;;;
3;29;705;1;;;;0;;;
3;29;881;;Bauteil Technik 1.OG Mittelflur;;;0;;;
3;29;881;1;;;;0;;;
3;29;881;2;;;;0;;;
3;29;881;3;;;;0;;;
3;29;19101;;Bauteil Technik 1.OG Flur;;;0;;;
3;29;19101;1;Flur;;;0;;;
3;29;19101;2;Flur;;;0;;;
3;29;19101;3;Flur;;;0;;;
3;29;19102;;Bauteil Technik 1.OG Büros;;;0;;;
3;29;19102;1;;;;0;;;
3;29;19102;2;;;;0;;;
3;29;19103;;Bauteil Technik 1.OG Büros;;;0;;;
3;29;19103;1;TECH.1.24;;;0;;;
3;29;19103;2;TECH.1.22b;;;0;;;
3;29;19103;3;TECH.1.22b;;;0;;;
3;29;19103;4;TECH.1.26;;;0;;;
4;;;;Technische Stoerungen, Meldungen;;;0;;;
4;32;;;Technische Stoerungen, Meldungen;;;0;;;
4;32;797;;RAS Bauteil F UG MRT 1/2;;;0;;;
4;32;797;1;;;;0;;;
4;32;798;;ZSV RAS Bauteil F UG MTR;;;0;;;
4;32;798;1;;;;0;;;
4;32;11098;;Stoerung Netz ZSV BF Technik FT2080;;;0;;;
4;32;11098;1;;;;0;;;
4;32;11099;;Stoerung Batterie ZSV BF Technik FT2080;;;0;;;
4;32;11099;1;;;;0;;;
1;;;;Technische Stoerungen, Meldungen usw.;;;0;;;
1;33;;;Technische Stoerungen, Meldungen usw.;;;0;;;
1;33;29;;Bauteil 1 UG E-Raum ZSV;;;0;;;
1;33;29;1;;;;0;;;
2;;;;BMA 1.TA bis 5.TA Kueche,Verwaltung;;;0;;;
2;11;;;BMA Bauteil 1.TA bis 5.TA  UG;;;0;;;
2;11;107;;Bauteil   1.TA Flur Untergeschoss;;;0;;;
2;11;107;1;;;;0;;;
2;11;108;;Bauteil   1.TA  E-Raum Untergeschoss;;;0;;;
2;11;108;1;;;;0;;;
2;11;121;;Bauteil   2.TA Flur Untergeschoss;;;0;;;
2;11;121;1;;;;0;;;
2;11;122;;Bauteil   2.TA Flur Untergeschoss;;;0;;;
2;11;122;1;;;;0;;;
2;11;122;2;;;;0;;;
2;11;123;;Bauteil   2.TA Flur Untergeschoss;;;0;;;
2;11;123;1;;;;0;;;
2;11;123;2;;;;0;;;
2;11;124;;Bauteil   2.TA Flur Untergeschoss;;;0;;;
2;11;124;1;;;;0;;;
2;11;124;2;;;;0;;;
2;11;144;;Bauteil   2.TA Flur Untergeschoss;;;0;;;
2;11;144;1;;;;0;;;
2;11;144;3;;;;0;;;
2;11;144;4;;;;0;;;
2;11;181;;Bauteil   4.TA Flur Untergeschoss;;;0;;;
2;11;181;1;;;;0;;;
2;11;181;2;;;;0;;;
2;11;181;3;;;;0;;;
2;11;181;4;;;;0;;;
2;11;181;5;;;;0;;;
2;11;181;6;;;;0;;;
2;11;182;;Bauteil   4.TA Lager/Technikraum  UG;;;0;;;
2;11;182;1;;;;0;;;
2;11;182;2;;;;0;;;
2;11;182;3;;;;0;;;
2;11;182;4;;;;0;;;
2;11;182;5;;;;0;;;
2;11;182;6;;;;0;;;
2;11;182;7;;;;0;;;
2;11;182;8;;;;0;;;
2;11;182;9;;;;0;;;
2;11;182;10;;;;0;;;
2;11;182;11;;;;0;;;
2;11;182;12;;;;0;;;
2;11;600;;Bauteil 5.TA  UG  Flur  /  Raeume;;;0;;;
2;11;600;1;;;;0;;;
2;11;600;2;;;;0;;;
2;11;600;3;;;;0;;;
2;11;600;4;;;;0;;;
2;11;600;5;;;;0;;;
2;11;600;6;;;;0;;;
2;11;600;7;;;;0;;;
2;11;600;8;;;;0;;;
2;11;600;9;;;;0;;;
2;11;600;10;;;;0;;;
2;11;600;11;;;;0;;;
2;11;600;12;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;600;13;;;;0;;;
2;11;600;14;;;;0;;;
2;11;600;15;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;600;16;;;;0;;;
2;11;600;17;;;;0;;;
2;11;600;18;;;;0;;;
2;11;600;19;;;;0;;;
2;11;600;20;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;600;21;;;;0;;;
2;11;600;22;;;;0;;;
2;11;600;23;;;;0;;;
2;11;600;24;;;;0;;;
2;11;600;25;;;;0;;;
2;11;601;;Bauteil 5.TA   UG Flur;;;0;;;
2;11;601;1;;;;0;;;
2;11;602;;Bauteil 5.TA  UG  Flur  /  Raeume;;;0;;;
2;11;602;1;;;;0;;;
2;11;602;2;;;;0;;;
2;11;602;3;;;;0;;;
2;11;602;4;;;;0;;;
2;11;602;5;;;;0;;;
2;11;602;6;;;;0;;;
2;11;602;7;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;602;8;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;602;9;;;;0;;;
2;11;602;10;;;;0;;;
2;11;602;11;;;;0;;;
2;11;602;12;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;602;13;;;;0;;;
2;11;602;14;;;;0;;;
2;11;602;15;;;;0;;;
2;11;602;16;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;602;17;;;;0;;;
2;11;602;18;;;;0;;;
2;11;602;19;;;;0;;;
2;11;602;20;;;;0;;;
2;11;602;21;;;;0;;;
2;11;603;;Bauteil 5.TA   UG Flur;;;0;;;
2;11;603;1;;;;0;;;
2;11;604;;Bauteil 5.TA  UG  Flur  /  Raeume;;;0;;;
2;11;604;1;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;604;2;;;;0;;;
2;11;604;3;;;;0;;;
2;11;604;4;;;;0;;;
2;11;604;5;Bauteil 5.TA  UG  Flur  /  Raeume ZD;;;0;;;
2;11;604;6;;;;0;;;
2;11;604;7;;;;0;;;
2;11;604;8;;;;0;;;
2;11;604;9;;;;0;;;
2;11;604;10;;;;0;;;
2;11;604;11;;;;0;;;
2;11;615;;Bauteil 4/5.TA   UG KSO;;;0;;;
2;11;615;1;Bauteil 4/5.TA   UG KSO Vorraum;;;0;;;
2;11;615;2;Bauteil 4/5.TA   UG KSO Vorraum;;;0;;;
2;11;615;3;Bauteil 4/5.TA   UG KSO Vorraum;;;0;;;
2;11;616;;Bauteil 4/5.TA   UG KSO Bueros;;;0;;;
2;11;616;1;Bauteil 4/5.TA   UG KSO Sekretariat;;;0;;;
2;11;616;2;Bauteil 4/5.TA   UG KSO Buero 1;;;0;;;
2;11;616;3;Bauteil 4/5.TA   UG KSO Buero 2;;;0;;;
2;11;616;4;Bauteil 4/5.TA   UG KSO Aufenthalt;;;0;;;
2;11;616;5;Bauteil 4/5.TA   UG KSO Teekueche;;;0;;;
2;11;618;;Bauteil 4/5.TA   UG KSO Lager/Puma;;;0;;;
2;11;618;1;;;;0;;;
2;11;619;;Bauteil   1.TA Flur Untergeschoss;;;0;;;
2;11;619;1;;;;0;;;
2;11;619;2;;;;0;;;
2;11;619;3;;;;0;;;
2;11;619;4;;;;0;;;
2;11;619;5;;;;0;;;
2;11;619;6;;;;0;;;
2;11;620;;Bauteil   1.TA Flur Untergeschoss  ZWD;;;0;;;
2;11;620;1;;;;0;;;
2;11;620;2;;;;0;;;
2;11;620;3;;;;0;;;
2;11;620;4;;;;0;;;
2;11;620;5;;;;0;;;
2;11;620;6;;;;0;;;
2;11;629;;Bauteil 1. TA Flur;;;0;;;
2;11;629;1;;;;0;;;
2;11;629;2;;;;0;;;
2;11;630;;Bauteil 1. TA Flur ZwD;;;0;;;
2;11;630;1;;;;0;;;
2;11;630;2;;;;0;;;
2;11;21900;;Bauteil 1. TA Flur & Räume;;;0;;;
2;11;21900;1;;;;0;;;
2;11;21900;2;;;;0;;;
2;11;21900;3;;;;0;;;
2;11;21900;4;;;;0;;;
2;11;21900;5;;;;0;;;
2;11;21900;6;;;;0;;;
2;11;21900;7;;;;0;;;
2;11;21900;8;;;;0;;;
2;11;21900;9;;;;0;;;
2;11;21900;10;;;;0;;;
2;11;21900;11;;;;0;;;
2;11;21900;12;;;;0;;;
2;11;21900;13;;;;0;;;
2;11;21900;14;;;;0;;;
2;11;21900;15;;;;0;;;
2;11;21901;;Bauteil 1. TA Räume ZwD;;;0;;;
2;11;21901;1;;;;0;;;
2;11;21901;2;;;;0;;;
2;11;21901;3;;;;0;;;
2;11;22900;;Bauteil 2. TA BMZ ZwD;;;0;;;
2;11;22900;1;Bauteil 2. TA BMZ ZwD;;;0;;;
2;11;22901;;Bauteil 2. TA BMZ;;;0;;;
2;11;22901;1;Bauteil 2. TA BMZ ;;;0;;;
2;12;;;BMA Bauteil 1.TA bis 5.TA  EG;;;0;;;
2;12;129;;Bauteil   2.TA Treppenhaus 6 EG - 3.OG;;;0;;;
2;12;129;1;Bauteil   2.TA Treppenhaus 6   EG;;;0;;;
2;12;129;2;Bauteil   2.TA Treppenhaus 6  1.OG;;;0;;;
2;12;129;3;Bauteil   2.TA Treppenhaus 6  2.OG;;;0;;;
2;12;129;4;Bauteil   2.TA Treppenhaus 6  3.OG;;;0;;;
2;12;135;;Bauteil   2.TA EG Personal WC;;;0;;;
2;12;135;1;;;;0;;;
2;12;145;;Bauteil   2.TA Flur Erdgeschoss;;;0;;;
2;12;145;1;;;;0;;;
2;12;145;2;;;;0;;;
2;12;145;3;;;;0;;;
2;12;145;4;;;;0;;;
2;12;145;5;Technikschacht;;;0;;;
2;12;238;;Bauteil  1.TA EG Räume;;;0;;;
2;12;238;1;1.TA Entsorgung Raum E 385;;;0;;;
2;12;238;2;1.TA Spuele Raum E 386;;;0;;;
2;12;238;3;1.TA Untersuchung 4 Raum E 387;;;0;;;
2;12;238;4;1.TA Untersuchung 3 Raum E 388;;;0;;;
2;12;238;5;1.TA Untersuchung 2 Raum E 389;;;0;;;
2;12;238;6;1.TA Untersuchung 1 Raum E 390;;;0;;;
2;12;238;7;1.TA Anmeldung Raum E 382;;;0;;;
2;12;238;8;1.TA  Archiv  Raum E 382a;;;0;;;
2;12;238;9;1.TA Emfangshalle Raum E383;;;0;;;
2;12;238;10;1.TA  Flur  Raum E 368;;;0;;;
2;12;238;11;;;;0;;;
2;12;238;12;;;;0;;;
2;12;239;;Bauteil  2.TA Treppenh.EG;;;0;;;
2;12;239;1;;;;0;;;
2;12;241;;Bauteil 5.TA  EG-4.OGTreppenhaus;;;0;;;
2;12;241;2;;;;0;;;
2;12;241;3;;;;0;;;
2;12;241;4;;;;0;;;
2;12;241;5;;;;0;;;
2;12;242;;Bauteil 5.TA   EG Flur  /  Raeume;;;0;;;
2;12;242;1;;;;0;;;
2;12;242;2;;;;0;;;
2;12;242;3;;;;0;;;
2;12;242;4;;;;0;;;
2;12;242;5;;;;0;;;
2;12;242;6;;;;0;;;
2;12;242;7;;;;0;;;
2;12;242;8;;;;0;;;
2;12;242;9;;;;0;;;
2;12;242;10;;;;0;;;
2;12;242;11;;;;0;;;
2;12;242;12;;;;0;;;
2;12;243;;Bauteil 5.TA EG Flur;;;0;;;
2;12;243;1;;;;0;;;
2;12;244;;Bauteil 5.TA   EG-4.OGTreppenhaus;;;0;;;
2;12;244;2;;;;0;;;
2;12;244;3;;;;0;;;
2;12;244;4;;;;0;;;
2;12;244;5;;;;0;;;
2;12;244;6;;;;0;;;
2;12;244;7;;;;0;;;
2;12;246;;Bauteil 5.TA EG Flur;;;0;;;
2;12;246;1;;;;0;;;
2;12;247;;Bauteil 5.TA EG Flur  /  Raeume;;;0;;;
2;12;247;1;;;;0;;;
2;12;247;2;;;;0;;;
2;12;247;3;;;;0;;;
2;12;247;4;;;;0;;;
2;12;247;5;;;;0;;;
2;12;247;6;;;;0;;;
2;12;247;7;;;;0;;;
2;12;247;11;;;;0;;;
2;12;247;12;;;;0;;;
2;12;247;13;;;;0;;;
2;12;248;;Bauteil 5.TA  EG Flur / Raum;;;0;;;
2;12;248;1;;;;0;;;
2;12;248;2;;;;0;;;
2;12;606;;Bauteil F EG Flur ;;;0;;;
2;12;606;1;;;;0;;;
2;12;606;2;;;;0;;;
2;12;606;3;;;;0;;;
2;12;607;;Bauteil F EG Flur ZWD;;;0;;;
2;12;607;1;;;;0;;;
2;12;607;2;;;;0;;;
2;12;607;3;;;;0;;;
2;12;608;;Bauteil F EG Flur ;;;0;;;
2;12;608;1;;;;0;;;
2;12;608;2;;;;0;;;
2;12;608;3;;;;0;;;
2;12;609;;Bauteil F EG Flur ZWD;;;0;;;
2;12;609;1;;;;0;;;
2;12;609;2;;;;0;;;
2;12;622;;Bauteil 1.TA EG Flur;;;0;;;
2;12;622;1;;;;0;;;
2;12;622;2;;;;0;;;
2;12;623;;Bauteil 1.TA EG Flur ZWD;;;0;;;
2;12;623;1;;;;0;;;
2;12;623;2;;;;0;;;
2;12;624;;Bauteil 1.TA EG Flur;;;0;;;
2;12;624;1;;;;0;;;
2;12;624;2;;;;0;;;
2;12;624;3;;;;0;;;
2;12;625;;Bauteil 1.TA EG Flur ZWD;;;0;;;
2;12;625;1;;;;0;;;
2;12;625;2;;;;0;;;
2;12;633;;Bauteil 4.TA Flur Station E43;;;0;;;
2;12;633;1;;;;0;;;
2;12;633;2;;;;0;;;
2;12;633;3;;;;0;;;
2;12;634;;Bauteil 4.TA Flur Station E43 ZwD;;;0;;;
2;12;634;1;;;;0;;;
2;12;634;2;;;;0;;;
2;12;634;3;;;;0;;;
2;12;635;;Bauteil 4.TA Flur Station E43;;;0;;;
2;12;635;1;;;;0;;;
2;12;635;2;;;;0;;;
2;12;635;3;;;;0;;;
2;12;636;;Bauteil 4.TA Flur Station E43 ZwD;;;0;;;
2;12;636;2;;;;0;;;
2;12;636;3;;;;0;;;
2;12;637;;Bauteil 4.TA E-Verteilung Station E43;;;0;;;
2;12;637;1;;;;0;;;
2;12;641;;Bauteil 4.TA Bad Station E43 ZwD;;;0;;;
2;12;641;1;;;;0;;;
2;12;21001;;Bauteil 1.TA EG Loeschkasten Passage;;;0;;;
2;12;21001;1;Bauteil 1.TA EG Loeschkasten Passage;;;0;;;
2;12;21002;;Bauteil 1.TA EG Passage;;;0;;;
2;12;21002;1;Bauteil 1.TA EG Passage;;;0;;;
2;12;21003;;Bauteil 1.TA EG Passage ZwD;;;0;;;
2;12;21003;1;Bauteil 1.TA EG Passage ZwD;;;0;;;
2;12;21003;2;Bauteil 1.TA EG Passage ZwD;;;0;;;
2;12;21004;;Bauteil 1.TA EG Station E40 Raeume;;;0;;;
2;12;21004;1;;;;0;;;
2;12;21004;2;;;;0;;;
2;12;21004;3;;;;0;;;
2;12;21004;4;;;;0;;;
2;12;21004;5;;;;0;;;
2;12;21004;6;;;;0;;;
2;12;21004;7;;;;0;;;
2;12;21005;;Bauteil 1.TA EG Station E40 Raeume ZwD;;;0;;;
2;12;21005;1;;;;0;;;
2;12;21005;2;;;;0;;;
2;12;21005;3;;;;0;;;
2;12;21005;4;;;;0;;;
2;12;21005;5;;;;0;;;
2;12;21005;6;;;;0;;;
2;12;21005;7;;;;0;;;
2;12;21005;8;;;;0;;;
2;12;21006;;Bauteil 1.TA EG Wartebereich;;;0;;;
2;12;21006;1;;;;0;;;
2;12;21006;2;;;;0;;;
2;12;21007;;Bauteil 1.TA EG Wartebereich ZwD;;;0;;;
2;12;21007;1;;;;0;;;
2;12;21007;2;;;;0;;;
2;12;21007;3;;;;0;;;
2;12;21007;4;;;;0;;;
2;12;21008;;Bauteil 5.TA EG Flur  /  Raeume;;;0;;;
2;12;21008;1;;;;0;;;
2;12;21008;2;;;;0;;;
2;12;21008;3;;;;0;;;
2;12;21009;;Bauteil 5.TA EG Flur  /  Raeume ZwD;;;0;;;
2;12;21009;1;;;;0;;;
2;12;21009;2;;;;0;;;
2;12;21009;3;;;;0;;;
2;12;21010;;Bauteil 1.TA EG Notausgang Wartebereich;;;0;;;
2;12;21010;1;;;;0;;;
2;12;21011;;Bauteil   2.TA Flur Erdgeschoss ZwD;;;0;;;
2;12;21011;1;;;;0;;;
2;12;21011;2;;;;0;;;
2;12;23001;;Bauteil 3.TA EG Flur Station E51;;;0;;;
2;12;23001;1;;;;0;;;
2;12;23001;2;;;;0;;;
2;12;23001;3;;;;0;;;
2;12;23001;4;;;;0;;;
2;12;23002;;Bauteil 3.TA EG Flur Station E51 ZwD;;;0;;;
2;12;23002;1;;;;0;;;
2;12;23002;2;;;;0;;;
2;12;23002;3;;;;0;;;
2;12;23003;;Bauteil 3.TA EG Flur Station E51;;;0;;;
2;12;23003;1;;;;0;;;
2;12;23003;2;;;;0;;;
2;12;23003;3;;;;0;;;
2;12;23003;4;;;;0;;;
2;12;23003;5;;;;0;;;
2;12;23003;6;;;;0;;;
2;12;23004;;Bauteil 3.TA EG Flur Station E51 ZwD;;;0;;;
2;12;23004;1;;;;0;;;
2;12;23004;2;;;;0;;;
2;12;23004;3;;;;0;;;
2;12;23004;4;;;;0;;;
2;12;23004;5;;;;0;;;
2;12;23004;6;;;;0;;;
2;12;23004;7;;;;0;;;
2;12;23005;;Bauteil 3.TA EG Kueche Station E51;;;0;;;
2;12;23005;1;;;;0;;;
2;12;23006;;Bauteil 3.TA EG Kueche Station E51 ZwD;;;0;;;
2;12;23006;1;;;;0;;;
2;12;23007;;Bauteil 3.TA EG E-Verteil. Station E51;;;0;;;
2;12;23007;1;;;;0;;;
2;12;23008;;Bauteil 3.TA EG Magazin Station E51;;;0;;;
2;12;23008;1;;;;0;;;
2;12;23009;;Bauteil 3.TA EG Magaz. Station E51 ZwD;;;0;;;
2;12;23009;1;;;;0;;;
2;12;23010;;Bauteil 3.TA EG Flur Station E51;;;0;;;
2;12;23010;1;;;;0;;;
2;12;25001;;Bauteil 5.TA EG Flur  /  Raeume;;;0;;;
2;12;25001;1;;;;0;;;
2;12;25001;2;;;;0;;;
2;12;25001;3;;;;0;;;
2;12;25001;4;;;;0;;;
2;12;25001;5;;;;0;;;
2;12;25001;6;;;;0;;;
2;12;25001;7;;;;0;;;
2;12;25001;8;;;;0;;;
2;12;25001;9;;;;0;;;
2;12;25001;10;;;;0;;;
2;12;25001;11;;;;0;;;
2;12;25001;12;;;;0;;;
2;12;25001;13;;;;0;;;
2;12;25001;14;;;;0;;;
2;12;25001;15;;;;0;;;
2;12;25002;;Bauteil 5.TA EG Flur  /  Raeume ZwD;;;0;;;
2;12;25002;1;;;;0;;;
2;12;25002;2;;;;0;;;
2;12;25002;3;;;;0;;;
2;12;25002;4;;;;0;;;
2;12;25002;5;;;;0;;;
2;12;25002;6;;;;0;;;
2;12;25002;7;;;;0;;;
2;12;25002;8;;;;0;;;
2;12;25002;9;;;;0;;;
2;12;25002;10;;;;0;;;
2;12;25002;11;;;;0;;;
2;12;25002;12;;;;0;;;
2;12;25002;13;;;;0;;;
2;12;25002;14;;;;0;;;
2;12;25002;15;;;;0;;;
2;12;25002;16;;;;0;;;
2;12;25003;;Bauteil 5.TA EG Flur  /  Raeume;;;0;;;
2;12;25003;1;;;;0;;;
2;12;25004;;Bauteil 5.TA  EG Treppenhaus ;;;0;;;
2;12;25004;1;;;;0;;;
2;12;25005;;Bauteil 5.TA  EG Treppenhaus;;;0;;;
2;12;25005;1;;;;0;;;
2;13;;;BMA Bauteil 1.TA bis 5.TA 1.OG;;;0;;;
2;13;105;;Bauteil   1.TA Flur 1.OG;;;0;;;
2;13;105;1;;;;0;;;
2;13;110;;Bauteil 1.TA Treppenhaus 3 1.OG - 4.OG;;;0;;;
2;13;110;1;Bauteil 1.TA Treppenhaus 3  1.OG;;;0;;;
2;13;110;2;Bauteil 1.TA Treppenhaus 3  2.OG;;;0;;;
2;13;110;3;Bauteil 1.TA Treppenhaus 3  3.OG;;;0;;;
2;13;110;4;Bauteil 1.TA Treppenhaus 3  4.OG;;;0;;;
2;13;116;;Bauteil   1.TA Flur 1.OG;;;0;;;
2;13;116;1;;;;0;;;
2;13;116;2;;;;0;;;
2;13;116;3;;;;0;;;
2;13;116;4;;;;0;;;
2;13;116;5;;;;0;;;
2;13;116;6;;;;0;;;
2;13;116;7;;;;0;;;
2;13;116;8;;;;0;;;
2;13;116;9;;;;0;;;
2;13;116;10;;;;0;;;
2;13;127;;Bauteil   2.TA Flur 1.OG;;;0;;;
2;13;127;1;;;;0;;;
2;13;127;2;;;;0;;;
2;13;127;3;;;;0;;;
2;13;127;4;;;;0;;;
2;13;136;;Bauteil   2.TA Spuele 1.OG;;;0;;;
2;13;136;1;;;;0;;;
2;13;146;;Bauteil   2.TA Flur 1.OG;;;0;;;
2;13;146;1;;;;0;;;
2;13;146;2;;;;0;;;
2;13;146;3;;;;0;;;
2;13;237;;Bauteil  1.TA Aufwachraum 1.OG;;;0;;;
2;13;237;1;1.TA Spuelraum  Raum 1.380 1.OG;;;0;;;
2;13;237;2;1.TA Aufwachraum  Raum 1.381a 1.OG;;;0;;;
2;13;237;3;1.TA Aufwachraum  Raum 1.381b  1.OG;;;0;;;
2;13;237;4;1.TA Aufwachraum Raum 1.382 1.OG;;;0;;;
2;13;237;5;1.TA Umkleide Raum 1.381c 1.OG;;;0;;;
2;13;237;6;;;;0;;;
2;13;237;7;;;;0;;;
2;13;237;8;;;;0;;;
2;13;237;9;;;;0;;;
2;13;237;10;;;;0;;;
2;13;288;;Bauteil 5.TA   1.OG Flur/Raeume;;;0;;;
2;13;288;1;;;;0;;;
2;13;288;2;;;;0;;;
2;13;288;3;;;;0;;;
2;13;288;4;;;;0;;;
2;13;288;5;;;;0;;;
2;13;288;6;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;288;7;;;;0;;;
2;13;288;8;;;;0;;;
2;13;288;9;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;288;10;;;;0;;;
2;13;288;11;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;288;12;;;;0;;;
2;13;288;13;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;288;14;;;;0;;;
2;13;288;15;;;;0;;;
2;13;289;;Bauteil 5.TA   1.OG Flur;;;0;;;
2;13;289;1;;;;0;;;
2;13;291;;Bauteil 5.TA   1.OG Flur/Raeume;;;0;;;
2;13;291;1;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;291;2;;;;0;;;
2;13;291;3;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;291;4;;;;0;;;
2;13;291;5;;;;0;;;
2;13;291;6;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;291;7;;;;0;;;
2;13;291;8;Bauteil 5.TA  1.OG Flur  Zwischendecke;;;0;;;
2;13;291;9;;;;0;;;
2;13;291;10;;;;0;;;
2;13;291;11;;;;0;;;
2;13;291;12;;;;0;;;
2;13;292;;Bauteil 5.TA   1.OG Flur;;;0;;;
2;13;292;1;;;;0;;;
2;13;621;;Bauteil 2.TA Treppenhaus 6 1.OG ZwD;;;0;;;
2;13;621;1;;;;0;;;
2;13;21101;;Bauteil  1.TA Aufwachraum 1.OG ZwD;;;0;;;
2;13;21101;1;;;;0;;;
2;13;21101;2;;;;0;;;
2;13;21101;3;;;;0;;;
2;13;21101;4;;;;0;;;
2;13;23101;;Bauteil   3.TA Flur 1.OG ZwD;;;0;;;
2;13;23101;1;;;;0;;;
2;13;23103;;Bauteil 3.TA 1.OG Station 151 Flur ZwD;;;0;;;
2;13;23103;1;;;;0;;;
2;13;23103;2;;;;0;;;
2;13;23105;;Bauteil 3.TA 1.OG Station 151 Flur ZwD;;;0;;;
2;13;23105;1;;;;0;;;
2;13;23105;2;;;;0;;;
2;13;23107;;Bauteil 3.TA 1.OG Station 151 Flur;;;0;;;
2;13;23107;1;;;;0;;;
2;13;23108;;Bauteil 3.TA 1.OG Station 151 Flur;;;0;;;
2;13;23108;1;;;;0;;;
2;13;23108;2;;;;0;;;
2;13;23109;;Bauteil 3.TA 1.OG Station 151 Flur;;;0;;;
2;13;23109;1;;;;0;;;
2;13;23109;2;;;;0;;;
2;13;23110;;Bauteil 3.TA 1.OG Station 151 Raeume;;;0;;;
2;13;23110;1;;;;0;;;
2;13;23110;2;;;;0;;;
2;13;23110;3;;;;0;;;
2;13;23110;4;;;;0;;;
2;13;23110;5;;;;0;;;
2;13;23110;6;;;;0;;;
2;13;23110;7;;;;0;;;
2;13;23111;;Bauteil3.TA 1.OG Station151 Raeume ZwD;;;0;;;
2;13;23111;1;;;;0;;;
2;13;23111;2;;;;0;;;
2;13;23111;3;;;;0;;;
2;13;23111;4;;;;0;;;
2;13;23111;5;;;;0;;;
2;13;23111;6;;;;0;;;
2;13;23111;7;;;;0;;;
2;13;23112;;Bauteil 3.TA 1.OG Station 151 Raeume;;;0;;;
2;13;23112;1;;;;0;;;
2;13;23112;2;;;;0;;;
2;13;23112;3;;;;0;;;
